---- Opened the serial port /dev/ttyUSB0 ----
FSR readings: 0.23, 0.27, 0.24, 0.20, 0.20, 0.19, 0.14, 0.16, 0.11, 0.23
FSR readings: 2.02, 2.06, 1.98, 1.88, 1.84, 998.79, 2.24, 1.80, 1.79, 1.98
FSR readings: 2.02, 2.10, 1.98, 1.94, 1.90, 1002.07, 2.24, 1.82, 1.84, 1.98
FSR readings: 0.20, 0.21, 0.25, 0.20, 0.18, 0.21, 0.12, 0.09, 0.10, 0.24
FSR readings: 1.79, 1.80, 1.83, 1.79, 1.77, 1.70, 924.95, 2.11, 1.66, 1.79
FSR readings: 1.91, 1.92, 1.91, 1.89, 1.88, 1.81, 986.32, 2.25, 1.77, 1.90
FSR readings: 0.20, 0.22, 0.25, 0.26, 0.19, 0.19, 0.14, 0.13, 0.10, 0.26
FSR readings: 0.23, 0.23, 0.27, 0.25, 0.20, 0.21, 0.15, 0.10, 0.10, 0.24
FSR readings: 0.82, 0.83, 0.85, 0.81, 358.22, 0.97, 0.72, 0.75, 0.71, 0.85
FSR readings: 1.88, 1.88, 1.86, 1.84, 993.05, 2.27, 1.81, 1.81, 1.82, 1.97
FSR readings: 1.86, 1.87, 1.89, 1.86, 995.14, 2.36, 1.86, 1.78, 1.83, 2.02
FSR readings: 0.21, 0.21, 0.27, 0.27, 0.25, 0.18, 0.15, 0.19, 0.10, 0.26
FSR readings: 1.25, 1.05, 1.00, 1.05, 0.98, 0.90, 0.91, 0.79, 0.88, 463.28
FSR readings: 2.31, 1.97, 1.99, 1.96, 1.88, 1.82, 1.82, 1.67, 1.77, 1001.52
FSR readings: 0.22, 0.26, 0.25, 0.22, 0.23, 0.20, 0.12, 0.11, 0.12, 0.27
FSR readings: 1.96, 2.02, 2.07, 1009.78, 2.32, 1.90, 1.84, 1.86, 1.83, 1.99
FSR readings: 0.22, 0.23, 0.26, 0.23, 0.18, 0.21, 0.12, 0.14, 0.09, 0.25
FSR readings: 0.72, 0.65, 0.70, 0.68, 0.56, 253.30, 0.67, 0.56, 0.55, 0.65
FSR readings: 1.78, 1.79, 1.82, 1.78, 1.71, 903.41, 2.04, 1.65, 1.64, 1.77
FSR readings: 2.02, 1.98, 2.04, 1.97, 1.89, 987.22, 2.22, 1.76, 1.82, 2.01
FSR readings: 0.20, 0.22, 0.24, 0.23, 0.20, 0.17, 0.11, 0.13, 0.13, 0.23
FSR readings: 1.95, 1.98, 1.93, 1.97, 1.90, 1.82, 1.76, 1.77, 998.40, 2.38
FSR readings: 1.93, 2.00, 2.02, 1.98, 1.90, 1.83, 1.82, 1.74, 1004.08, 2.35
FSR readings: 0.40, 0.46, 0.45, 0.45, 0.38, 0.37, 0.30, 116.82, 0.35, 0.43
FSR readings: 1.96, 1.94, 1.94, 1.90, 1.89, 1.76, 1.79, 988.05, 2.16, 1.87
FSR readings: 1.96, 1.97, 1.97, 1.90, 1.85, 1.76, 1.83, 986.97, 2.14, 1.92
FSR readings: 1.95, 1.95, 1.92, 1.96, 1.90, 1.79, 1.83, 985.92, 2.15, 1.91
FSR readings: 0.23, 0.28, 0.25, 0.25, 0.22, 0.20, 0.13, 0.11, 0.10, 0.22
FSR readings: 0.22, 0.28, 0.25, 0.22, 0.23, 0.16, 0.16, 0.16, 0.10, 0.25
---- Closed serial port /dev/ttyUSB0 due to disconnection from the machine ----
